,Price,Levy,Manufacturer,Model,Age Of Car,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
17421,32929,906.8381278879118,MERCEDES-BENZ,E 200 CGI,9,9,1,5,1.8 Turbo,170000,4,2,2,4-5,0,0,12
17423,21326,906.8381278879118,TOYOTA,Prius,8,3,1,2,1.8,134000,4,3,1,4-5,0,12,0
17424,6586,906.8381278879118,VOLKSWAGEN,Jetta 2,21,9,0,5,2,125000,4,0,1,4-5,0,7,4
17425,13172,488.0,KIA,Picanto,4,9,1,5,1,36805,3,0,1,4-5,0,1,4
17426,52034,1079.0,CHEVROLET,Captiva,2,4,1,1,2,19698,4,0,1,4-5,0,1,4
17427,5959,906.8381278879118,HONDA,FIT,15,3,0,5,1.3,201800,4,0,1,4-5,1,14,4
17428,11917,906.8381278879118,MERCEDES-BENZ,CLK 320,17,9,1,5,3.2,212000,6,0,2,2-3,0,9,8
17429,11290,906.8381278879118,MAZDA,Mazda 5,11,7,0,5,2.3,138720,4,2,1,4-5,0,2,4
17430,15677,761.0,TOYOTA,Prius,10,9,1,2,1.8,153150,4,0,1,4-5,0,12,10
17431,12858,584.0,HYUNDAI,Elantra,6,9,0,5,1.8,114000,4,2,1,4-5,0,4,10
17432,12858,639.0,FORD,Focus,6,9,1,5,2,121600,4,2,1,4-5,0,2,10
17433,9095,906.8381278879118,VOLKSWAGEN,Golf GOLF 5,15,3,1,5,1.6,144000,4,2,1,4-5,1,1,10
17434,14454,530.0,HYUNDAI,Elantra,7,9,1,4,1.6,223849,4,0,1,4-5,0,12,4
17436,7000,906.8381278879118,MERCEDES-BENZ,E 200 2000,21,9,0,4,2,250000,4,2,2,4-5,0,14,0
17437,1725,1363.0,MERCEDES-BENZ,ML 350,8,4,1,1,4.6,180659,8,0,0,4-5,0,1,12
17438,47669,1017.0,MERCEDES-BENZ,GLA 250,3,4,1,5,2,55704,4,0,0,4-5,0,1,0
17439,4077,779.0,TOYOTA,Camry,7,9,1,5,2.5,167045,4,0,1,4-5,0,7,12
17440,11447,1493.0,LEXUS,ES 350,4,9,1,5,3.5,68630,6,0,1,4-5,0,14,12
17441,16894,707.0,HYUNDAI,Sonata,9,9,1,5,2,187116,4,0,1,4-5,0,1,4
17442,21326,906.8381278879118,KIA,SOUL,6,9,0,5,1.6,115000,4,0,1,4-5,0,3,0
17443,10036,906.8381278879118,MAZDA,MPV,16,7,0,0,2.3,115000,4,0,1,4-5,1,7,2
17445,2666,891.0,MERCEDES-BENZ,C 300,4,9,1,5,2,51725,4,0,2,4-5,0,1,12
17446,12544,906.8381278879118,MERCEDES-BENZ,E 270,21,9,0,1,2.7 Turbo,425000,5,1,2,4-5,0,12,6
17447,21900,906.8381278879118,VOLKSWAGEN,Passat,7,9,1,5,2.5,124800,5,2,1,4-5,0,1,8
17448,26306,831.0,CHEVROLET,Aveo,3,9,1,5,1.6,49659,4,0,1,4-5,0,14,4
17449,12134,426.0,CHEVROLET,Spark,5,3,1,5,1,127771,4,0,1,4-5,0,12,4
17450,3607,781.0,TOYOTA,Camry,8,9,1,2,2.5,156518,4,0,1,4-5,0,14,12
17451,23207,906.8381278879118,HONDA,Odyssey,11,7,1,4,3.5,289000,6,2,1,4-5,0,2,10
17452,50178,906.8381278879118,TOYOTA,Hilux,8,4,0,1,3,197000,4,1,0,4-5,0,3,0
17453,13172,906.8381278879118,FORD,Transit,16,6,0,1,2,180000,4,1,2,2-3,0,12,2
17454,30800,906.8381278879118,BMW,530 GT,11,3,1,1,3,282586,6,0,2,4-5,0,12,10
17455,1019,353.0,TOYOTA,Prius,5,3,1,2,1.8,41157,4,0,1,4-5,0,14,12
17456,17663,271.0,HONDA,FIT,6,3,1,2,1.5,81800,4,0,1,4-5,0,2,4
17457,20297,707.0,SSANGYONG,Actyon,9,4,1,1,2,129302,4,0,1,4-5,0,11,4
17458,1882,382.0,HYUNDAI,Sonata,6,9,1,2,2.4,247835,4,0,1,4-5,0,1,0
17459,7840,906.8381278879118,MAZDA,Verisa,14,9,0,5,1.5,134000,4,0,1,4-5,1,1,4
17460,16621,638.0,KIA,Optima,6,9,1,5,2,34817,4,0,1,4-5,0,1,4
17461,22580,640.0,FORD,Fusion,7,9,1,2,2,88660,4,0,1,4-5,0,14,12
17462,16308,906.8381278879118,TOYOTA,Prius,10,3,0,2,1.8,1000,4,2,1,4-5,0,12,8
17463,96263,866.0,FORD,Mustang,5,9,1,5,2.3,43770,4,0,1,4-5,0,14,4
17464,6899,906.8381278879118,OPEL,Vectra B,19,9,0,5,1.8,260000,4,1,1,4-5,0,12,4
17465,2430,753.0,GMC,TERRAIN,8,4,1,5,2.4,204048,4,0,1,4-5,0,12,12
17466,41629,917.0,JAGUAR,XF,7,9,1,5,3,90000,4,0,1,4-5,0,14,4
17467,36485,639.0,CHEVROLET,Captiva,6,4,1,1,2,82014,4,0,1,4-5,0,1,4
17468,12858,475.0,FIAT,500,8,1,1,5,1.4,138000,4,0,1,2-3,0,12,4
17470,18189,777.0,TOYOTA,Camry,6,9,0,5,2.5,120000,4,2,1,4-5,0,7,10
17471,106627,906.8381278879118,CHEVROLET,Camaro,3,1,0,5,6.2,11200,8,1,2,2-3,0,6,10
17472,37006,431.0,FORD,Fusion,4,9,1,2,2,34000,4,3,1,4-5,0,1,12
17473,2587,382.0,FORD,Fusion,5,9,1,2,2,88795,4,0,1,4-5,0,1,0
17474,28225,585.0,MERCEDES-BENZ,C 250,7,9,1,5,1.8 Turbo,125000,4,2,2,4-5,0,1,12
17475,13642,906.8381278879118,TOYOTA,RAV 4,19,4,0,5,2,202000,4,0,0,4-5,0,12,4
17476,10192,862.0,VOLKSWAGEN,Jetta,9,9,1,5,2.5,142000,4,0,1,4-5,0,12,12
17477,7997,1249.0,TOYOTA,RAV 4,3,4,1,5,2.5,29333,4,0,1,4-5,0,7,12
17478,49751,891.0,HYUNDAI,Santa FE,4,4,1,1,2,134761,4,0,1,4-5,0,7,4
17479,7213,906.8381278879118,MERCEDES-BENZ,ML 320,20,4,1,5,3.2,292800,8,2,0,4-5,0,1,6
17480,65858,906.8381278879118,MERCEDES-BENZ,Sprinter,8,6,1,1,3.2,1000,6,1,2,4-5,0,14,4
17481,4861,906.8381278879118,OPEL,Astra,23,3,0,5,1.6,180000,4,1,1,4-5,0,12,2
17482,10036,906.8381278879118,HONDA,Integra,15,1,0,5,2,11111,4,1,1,2-3,1,12,4
17483,14113,394.0,TOYOTA,Camry,6,9,0,2,2.5,152000,4,2,1,4-5,0,1,12
17484,43062,639.0,HYUNDAI,Santa FE,6,4,1,1,2,155000,4,0,1,4-5,0,7,4
17485,13953,836.0,HYUNDAI,Sonata,10,9,1,5,2,150073,4,0,1,4-5,0,14,4
17486,31988,906.8381278879118,SUBARU,Impreza WRX/STI LIMITED,4,9,1,5,2.5 Turbo,48000,4,1,0,4-5,0,2,12
17487,29793,1053.0,MERCEDES-BENZ,E 350,6,9,1,1,3.5,219030,6,0,0,4-5,0,1,12
17488,40766,1399.0,LEXUS,RX 450 HYBRID,10,4,1,2,3.5,91000,6,0,0,4-5,0,1,12
17489,35971,639.0,HYUNDAI,Santa FE,6,4,1,1,2,80186,4,0,1,4-5,0,2,4
17491,18189,906.8381278879118,MERCEDES-BENZ,E 220,12,9,1,1,2.2 Turbo,295000,4,0,2,4-5,0,14,8
17492,29793,906.8381278879118,MERCEDES-BENZ,CL 55 AMG KOMPRESSOR,17,1,1,5,5.5 Turbo,240000,8,2,2,2-3,0,1,8
17493,8781,528.0,FORD,Fiesta,6,9,0,5,1.6,113000,4,2,1,4-5,0,1,8
17494,7840,707.0,HYUNDAI,Sonata,9,9,1,4,2,75507,4,0,1,4-5,0,12,4
17495,4704,4741.0,VOLKSWAGEN,Jetta,19,9,0,5,2,111111,4,1,1,4-5,1,1,0
17496,13485,530.0,HYUNDAI,Accent,7,9,0,5,1.6,90000,4,0,1,4-5,0,12,10
17497,2195,586.0,TOYOTA,Prius,8,9,1,2,1.8,430278,4,0,1,4-5,0,1,12
17499,19444,502.0,FORD,Fusion,7,9,0,5,1.5 Turbo,100000,4,0,1,4-5,0,1,8
17500,21326,784.0,FORD,Fusion SE,3,9,1,5,1.5,53116,4,0,1,4-5,0,2,8
17501,7840,906.8381278879118,BMW,318,20,9,1,5,2,0,4,1,2,4-5,0,7,4
17502,41281,831.0,SSANGYONG,Actyon,3,4,1,1,1.6,64416,4,0,1,4-5,0,2,4
17504,49864,1017.0,HYUNDAI,Santa FE,3,4,1,1,2,97992,4,0,1,4-5,0,1,4
17506,61154,1646.0,LEXUS,GX 470,5,4,1,5,4.6,273493,8,0,0,4-5,0,12,0
17507,9408,1267.0,TOYOTA,Aqua,7,3,0,2,1.5,0,4,3,1,4-5,1,11,5
17508,68994,906.8381278879118,BMW,X6,9,4,1,2,4.4 Turbo,76000,8,2,0,4-5,0,14,12
17509,22649,836.0,HYUNDAI,Tucson,10,4,1,1,2,188800,4,0,1,4-5,0,1,4
17510,8386,364.0,CHEVROLET,Spark,8,3,1,5,1,199185,4,0,1,4-5,0,2,4
17511,19416,836.0,HYUNDAI,Sonata,10,9,1,5,2,149962,4,0,1,4-5,0,1,4
17512,42651,1017.0,MERCEDES-BENZ,GLA 250,3,4,1,5,2,44995,4,0,0,4-5,0,1,0
17513,29777,639.0,HYUNDAI,Tucson,6,4,1,1,2,130000,4,0,1,4-5,0,12,4
17514,4861,1058.0,MERCEDES-BENZ,E 350,8,9,1,1,3.5,128202,6,0,2,4-5,0,1,12
17515,29793,917.0,MERCEDES-BENZ,Sprinter,7,6,0,1,3,256000,6,0,2,2-3,0,14,0
17516,29793,1053.0,MERCEDES-BENZ,E 350,6,9,1,1,3.5,219030,6,0,0,4-5,0,1,12
17517,4547,1017.0,KIA,Avella,3,9,1,5,2,0,4,0,1,4-5,0,2,12
17518,24148,694.0,MERCEDES-BENZ,Sprinter,6,6,0,1,2.2,160000,5,1,2,4-5,0,14,5
17519,3607,1104.0,BMW,X5,5,4,1,1,3,201056,6,0,0,4-5,0,1,0
17520,10976,765.0,HYUNDAI,Sonata,5,9,1,4,2,385876,4,0,1,4-5,0,14,4
17521,15718,924.0,SSANGYONG,REXTON,9,4,1,1,2.7,207306,4,0,1,4-5,0,1,4
17522,22894,900.0,KIA,Optima,5,9,1,5,2.4,109000,4,2,1,4-5,0,1,6
17523,13172,891.0,HYUNDAI,Sonata,4,9,1,4,2,369695,4,0,1,4-5,0,8,4
17525,3450,906.8381278879118,OPEL,Vectra,24,9,0,0,1.6,1234,4,1,1,2-3,0,12,2
17527,68681,906.8381278879118,TOYOTA,Tacoma TRD Off Road,7,8,0,4,4,71000,6,0,0,4-5,0,1,8
17528,45210,770.0,HYUNDAI,Tucson,4,4,1,1,1.7,60604,4,0,1,4-5,0,1,4
17529,16308,906.8381278879118,VOLKSWAGEN,Golf,9,3,0,5,2.5,105000,5,2,1,4-5,0,1,6
17530,4704,906.8381278879118,HONDA,Edix,16,3,0,5,2,180000,4,0,1,4-5,1,14,0
17533,25889,642.0,HYUNDAI,Tucson,8,4,1,1,2,156000,4,0,1,4-5,0,14,4
17534,14113,1405.0,BMW,528,11,9,1,5,3,283200,6,2,2,4-5,0,1,12
17536,13987,531.0,CHEVROLET,Aveo,8,3,1,5,1.6,111937,4,0,1,4-5,0,14,4
17537,42337,579.0,TOYOTA,Avalon LIMITED,3,9,1,2,2.5,57200,4,2,1,4-5,0,4,12
17538,14740,906.8381278879118,MITSUBISHI,Delica 5,20,7,1,5,3,230000,6,0,0,4-5,1,12,6
17539,8781,906.8381278879118,MITSUBISHI,Pajero IO,19,4,0,5,2,121000,4,1,0,4-5,0,5,0
17540,10976,528.0,HYUNDAI,Veloster,6,9,1,5,1.6,144000,4,2,1,2-3,0,14,10
17541,9095,1185.0,NISSAN,Altima,11,9,1,2,2.5,24800,4,0,1,4-5,0,2,6
17542,13799,906.8381278879118,HYUNDAI,Sonata,8,9,0,5,2.4,120000,4,0,1,4-5,0,12,12
17543,9408,1268.0,TOYOTA,Aqua,8,9,0,2,1.5,121000,4,0,1,4-5,1,2,2
17544,10349,906.8381278879118,FORD,Transit,24,6,0,1,2.5,335000,4,1,2,2-3,0,14,0
17545,20500,891.0,MAZDA,Mazda 3,4,9,0,5,2,120000,4,2,1,4-5,0,2,10
17546,21473,836.0,HYUNDAI,Tucson,10,4,1,1,2,172000,4,0,1,4-5,0,7,4
17547,21326,906.8381278879118,SUBARU,Forester,7,4,0,5,2.5,116800,4,3,0,4-5,0,7,6
17549,9408,906.8381278879118,TOYOTA,Wish,15,7,0,5,1.8,230000,4,0,1,4-5,1,7,8
17550,2300,1195.0,FORD,Transit,12,6,0,1,2.2,777777,4,1,1,2-3,0,7,0
17551,11704,761.0,CHEVROLET,Lacetti,10,9,1,5,1.8,182737,4,0,1,4-5,0,1,4
17552,5802,1091.0,NISSAN,Altima,4,9,1,5,2.5,106699,4,0,1,4-5,0,1,12
17554,1019,1172.0,MERCEDES-BENZ,E 350,9,9,1,1,3.5,122067,6,0,0,4-5,0,14,12
17555,59583,517.0,LEXUS,RX 450,6,4,1,2,3.5,65000,6,2,0,4-5,0,1,12
17556,7840,893.0,HYUNDAI,I30,12,3,1,5,1.6,136869,4,0,1,4-5,0,1,4
17558,11290,473.0,CHEVROLET,Cruze,6,9,1,5,1.4 Turbo,126000,8,0,2,4-5,0,12,6
17559,17876,906.8381278879118,BMW,X5,14,4,1,4,3,160000,6,2,0,4-5,0,3,12
17560,8154,1288.0,KIA,Sportage,13,4,1,1,2,110000,4,0,1,4-5,0,2,4
17561,8154,503.0,HYUNDAI,Sonata,1,9,1,2,2,17768,4,0,1,4-5,0,14,12
17562,18189,1185.0,HYUNDAI,H1,11,7,1,1,2.5,42852,4,0,1,4-5,0,14,4
17563,26657,906.8381278879118,TOYOTA,Land Cruiser PRADO,18,4,0,1,3.0 Turbo,2000,4,1,0,4-5,0,12,4
17565,41977,919.0,JEEP,Grand Cherokee,8,4,1,1,3,160291,4,0,1,4-5,0,12,4
17567,9408,640.0,HYUNDAI,Sonata,7,9,1,4,2,48595,4,0,1,4-5,0,12,4
17568,14426,1292.0,JAGUAR,Daimler,4,9,1,5,3,46131,6,0,0,4-5,0,12,12
17569,22580,906.8381278879118,KIA,Optima,7,9,1,5,2.0 Turbo,67000,4,2,1,4-5,0,1,14
17570,46251,880.0,CHEVROLET,Orlando,2,4,1,1,1.6,19000,4,0,1,4-5,0,14,4
17571,11290,473.0,CHEVROLET,Aveo,6,3,1,5,1.4,35830,4,0,1,4-5,0,8,4
17576,19444,765.0,HYUNDAI,Elantra,5,9,0,5,2,95000,4,2,2,4-5,0,2,12
17578,15681,891.0,HYUNDAI,Sonata,4,9,1,4,2,236272,4,0,1,4-5,0,12,4
17579,8467,906.8381278879118,OPEL,Zafira,21,7,0,4,1.8,0,4,0,1,4-5,0,12,0
17580,10349,906.8381278879118,MERCEDES-BENZ,C 200,18,2,0,5,2,22500,4,1,2,4-5,0,12,12
17581,23834,394.0,TOYOTA,Camry,6,9,0,2,2.5,52800,4,0,1,4-5,0,5,8
17582,4234,906.8381278879118,MERCEDES-BENZ,E 200,19,9,1,0,2.6,1777777778,6,2,2,4-5,1,1,10
17583,47757,765.0,JEEP,Cherokee,5,4,1,1,2,171561,4,0,1,4-5,0,7,4
17584,18189,1195.0,TOYOTA,RAV 4,12,4,0,1,2.2 Turbo,225000,4,1,0,4-5,0,6,6
17586,40769,906.8381278879118,MERCEDES-BENZ,Sprinter,12,6,0,1,3.0 Turbo,1000,6,1,2,4-5,0,11,2
17587,23678,765.0,MINI,Cooper S,5,3,1,5,2,20063,4,1,1,4-5,0,11,8
17588,7840,893.0,HYUNDAI,I30,12,3,1,5,1.6,102000,4,0,1,4-5,0,12,4
17589,42102,1249.0,HYUNDAI,H1,3,10,1,1,2.5,110000,4,0,1,4-5,0,7,4
17590,27463,1091.0,HYUNDAI,H1,4,10,1,1,2.5,203073,4,0,1,4-5,0,7,4
17591,15677,862.0,HYUNDAI,H1,9,7,1,1,2.5,65455,4,0,1,4-5,0,1,4
17592,28222,640.0,HYUNDAI,Santa FE,7,4,1,1,2,60031,4,0,1,4-5,0,1,4
17594,11964,790.0,CHEVROLET,Lacetti,11,9,1,5,1.6,138205,4,0,1,4-5,0,14,4
17597,10976,906.8381278879118,KIA,Picanto,4,9,0,5,1.2,94000,4,1,1,4-5,0,12,6
17598,13956,629.0,KIA,SOUL,5,4,0,5,1.6,85985,4,1,1,4-5,0,7,8
17599,13485,906.8381278879118,BMW,X5,18,4,1,4,3,290000,6,2,0,4-5,0,1,10
17601,14426,906.8381278879118,FORD,Transit,16,2,0,1,2.4 Turbo,205000,4,1,2,4-5,0,14,2
17602,6586,919.0,BMW,X5,8,4,1,1,3,274098,6,0,0,4-5,0,14,0
17603,7840,843.0,TOYOTA,Prius,12,3,0,2,1.5,151230,4,3,1,4-5,0,12,12
17604,6523,687.0,DAEWOO,Lacetti,10,9,1,5,1.6,36125,4,0,1,4-5,0,2,4
17605,12287,687.0,HYUNDAI,Elantra,10,9,1,5,1.6,132121,4,0,1,4-5,0,12,4
17606,27911,906.8381278879118,KIA,Optima,6,9,1,2,2.4,21000,6,2,1,4-5,0,14,12
17607,21953,595.0,MINI,Cooper,5,1,1,5,1.5 Turbo,53900,3,2,1,2-3,0,14,0
17608,22580,1172.0,TOYOTA,Highlander,9,4,1,5,3.5,368064,6,0,0,4-5,0,7,12
17609,17876,906.8381278879118,FORD,Escape,11,4,1,5,3,154000,6,0,0,4-5,0,1,10
17610,20071,906.8381278879118,VOLKSWAGEN,Jetta,3,9,0,5,1.4 Turbo,55000,4,2,1,4-5,0,1,10
17611,30734,2151.0,LEXUS,GX 470,11,4,1,5,4.7,264339,8,0,0,4-5,0,1,0
17612,13172,900.0,KIA,Optima,5,9,0,5,2.4,111746,4,0,1,4-5,0,14,0
17613,37006,642.0,BMW,528,8,9,1,5,2.0 Turbo,196800,4,2,0,4-5,0,12,14
17614,5940,447.0,HONDA,FIT,7,3,1,2,1.3,117058,4,0,1,4-5,0,1,4
17615,10349,1268.0,TOYOTA,Aqua,8,3,0,2,1.5,147000,4,3,1,4-5,1,14,4
17617,59586,765.0,MERCEDES-BENZ,C 200,5,9,1,5,2.0 Turbo,118400,4,2,0,4-5,0,1,10
17618,42651,1017.0,MERCEDES-BENZ,GLA 250,3,4,1,5,2,44995,4,0,0,4-5,0,1,0
17619,71817,906.8381278879118,TOYOTA,RAV 4 SUPER!!!,4,4,1,2,2.5,45000,4,2,0,4-5,0,7,12
17620,18384,531.0,HYUNDAI,Elantra,8,9,1,5,1.6,115444,4,0,1,4-5,0,14,4
17621,2509,917.0,AUDI,A7,7,3,1,5,3,158091,6,0,0,4-5,0,2,12
17622,17500,906.8381278879118,VOLKSWAGEN,Phaeton,12,9,1,1,3,244000,6,2,0,4-5,0,1,12
17624,26657,1091.0,TOYOTA,Camry,4,9,1,5,2.5,51202,4,0,1,4-5,0,1,12
17625,17249,906.8381278879118,TOYOTA,Aqua,7,9,1,2,1.5,78300,4,0,1,4-5,1,14,4
17626,13172,906.8381278879118,OPEL,Zafira,15,7,0,5,2.2,11111,4,0,1,4-5,0,12,0
17627,3500,906.8381278879118,VOLKSWAGEN,Golf 3,24,3,0,0,1.6,200000,4,1,1,4-5,0,14,2
17628,11604,639.0,HYUNDAI,Sonata,6,9,1,4,2,432435,4,0,1,4-5,0,12,4
17629,15681,906.8381278879118,VOLKSWAGEN,CC,11,9,1,5,2.0 Turbo,194000,5,2,1,4-5,0,12,6
17630,2430,862.0,TOYOTA,Camry,9,9,1,5,2.5,121952,4,0,1,4-5,0,7,12
17632,5959,841.0,MITSUBISHI,Pajero Mini 2010 წლიანი,10,4,0,5,0.7 Turbo,160000,4,1,0,2-3,1,1,4
17633,1646,779.0,TOYOTA,Camry,7,9,1,5,2.5,0,4,0,1,4-5,0,12,12
17634,15681,906.8381278879118,CHEVROLET,Impala,47,5,1,5,5.7,100000,8,0,2,4-5,0,3,0
17635,15994,1172.0,MERCEDES-BENZ,E 350,9,1,1,1,3.5,170429,6,0,2,2-3,0,12,12
17636,16308,906.8381278879118,KIA,Optima,8,9,0,5,2.4,120000,6,2,1,4-5,0,12,8
17637,15681,586.0,TOYOTA,Prius,8,3,0,2,1.8,115000,4,3,1,4-5,0,6,9
17638,35570,639.0,HYUNDAI,Santa FE,6,4,1,1,2,168637,4,0,1,4-5,0,14,4
17640,16308,906.8381278879118,HONDA,FIT,6,3,0,2,1.5,138000,4,0,1,4-5,1,2,8
17641,15053,765.0,HYUNDAI,Sonata,5,9,1,4,2,318677,4,0,1,4-5,0,12,4
17642,8467,906.8381278879118,MINI,Cooper,15,1,1,5,1.6,156000,2,0,1,2-3,0,10,0
17643,48610,906.8381278879118,LEXUS,IS 250,6,9,1,5,2.5,96000,6,2,2,4-5,0,7,16
17644,22567,640.0,CHEVROLET,Malibu,7,9,1,5,2,201612,4,0,1,4-5,0,14,4
17645,18503,730.0,HYUNDAI,Elantra,4,9,1,4,1.6,31006,4,0,1,4-5,0,14,4
17646,18189,906.8381278879118,HYUNDAI,Sonata Hybrid,7,9,0,2,2.4,214400,4,2,1,4-5,0,12,12
17647,1700,906.8381278879118,VAZ,2106,32,9,0,5,1.6,0,2,1,1,4-5,0,1,2
17648,9095,906.8381278879118,MITSUBISHI,Airtrek,17,4,0,5,2,18000,4,0,0,4-5,1,14,4
17649,15681,562.0,CHEVROLET,Cruze LT RS,5,9,1,5,1.4 Turbo,138000,4,2,1,4-5,0,2,10
17650,16308,906.8381278879118,MERCEDES-BENZ,E 320,16,9,1,0,3.2 Turbo,210915,6,2,2,4-5,0,12,12
17652,3136,1694.0,NISSAN,Frontier,4,9,1,5,4,105427,6,0,1,4-5,0,2,12
17654,11917,906.8381278879118,HONDA,Civic,13,9,0,4,1.8,149000,4,0,1,4-5,1,12,12
17656,21012,1017.0,FORD,Focus,3,3,0,5,2,75200,4,2,1,4-5,0,12,8
17657,20344,891.0,HYUNDAI,Sonata,4,9,1,5,2,44608,4,0,1,4-5,0,14,4
17658,23521,642.0,FORD,Fusion,8,9,1,5,2.0 Turbo,102400,4,0,1,4-5,0,14,6
17659,39201,1811.0,LEXUS,GX 460,10,4,1,5,4.6,155821,8,0,0,4-5,0,1,0
17660,3450,1624.0,MERCEDES-BENZ,E 350,11,9,1,1,3.5,109139,6,0,2,4-5,0,1,12
17661,9879,1018.0,MERCEDES-BENZ,E 350,9,9,1,1,3,273186,6,0,2,4-5,0,14,12
17662,23521,584.0,MERCEDES-BENZ,C 250,6,9,1,5,1.8,64270,4,0,2,4-5,0,7,0
17664,18817,781.0,TOYOTA,Camry,8,9,0,5,2.5,83200,4,2,1,4-5,0,1,12
17666,109764,1575.0,TOYOTA,Land Cruiser Prado,2,4,0,1,3.0 Turbo,27000,6,0,0,4-5,0,14,6
17667,31361,906.8381278879118,TOYOTA,Prius,3,9,0,2,1.8,80000,4,0,1,4-5,0,7,12
17668,25719,765.0,CHEVROLET,Malibu,5,9,1,5,2,108027,4,0,1,4-5,0,12,4
17669,7840,906.8381278879118,DAIHATSU,Terios,19,4,0,0,1.3,145000,4,1,0,4-5,1,6,2
17671,5488,394.0,TOYOTA,Camry,6,9,1,2,2.5,109798,4,0,1,4-5,0,14,12
17672,17249,642.0,HYUNDAI,Sonata,8,9,1,5,2.0 Turbo,110000,4,2,1,4-5,0,1,12
17673,11290,906.8381278879118,MITSUBISHI,Pajero,25,4,0,1,2.8 Turbo,151000,4,0,0,2-3,0,14,2
17674,10820,1202.0,OPEL,Zafira,14,7,0,0,1.6,170000,4,1,1,4-5,0,11,6
17675,37301,595.0,TOYOTA,Aqua,5,3,1,5,1.5,16033,4,0,1,4-5,0,2,4
17676,5237,1708.0,SSANGYONG,REXTON,13,4,1,1,2.7,75813,4,0,1,4-5,0,12,4
17677,1150,906.8381278879118,VAZ,2111,40,9,0,5,1.1,0,4,1,2,4-5,0,14,0
17678,17876,906.8381278879118,BMW,528,11,9,1,5,3,255478,6,2,2,4-5,0,1,10
17679,38229,1091.0,HYUNDAI,H1,4,7,1,1,2.5,92078,4,0,1,4-5,0,1,4
17680,5331,831.0,FORD,Fiesta,3,3,1,5,1.6,61803,4,0,1,4-5,0,1,12
17683,38574,934.0,HYUNDAI,H1,5,10,1,4,2.5,132320,4,0,1,4-5,0,12,4
17684,50018,1017.0,HYUNDAI,Sonata,3,9,1,5,2,54930,4,0,1,4-5,0,14,4
17685,15500,585.0,TOYOTA,Prius V,7,10,0,2,1.8,303538,4,0,1,4-5,0,13,12
17686,23129,779.0,HYUNDAI,H1,7,10,1,1,2.5,197441,4,0,1,4-5,0,12,4
17687,4077,1369.0,BMW,316 1995,25,9,0,5,1.6,0,4,1,2,4-5,0,11,4
17688,14113,906.8381278879118,BMW,X5,19,4,1,5,4.4,115000,8,2,0,4-5,0,12,5
17689,17300,906.8381278879118,TOYOTA,Prius,10,3,1,2,1.8,159665,4,0,1,4-5,0,1,8
17690,38888,906.8381278879118,AUDI,A6 C7,8,9,1,5,3.0 Turbo,154000,6,2,0,4-5,0,0,8
17691,44533,906.8381278879118,FORD,Mustang,5,1,1,5,2.3 Turbo,48000,4,2,2,2-3,0,12,8
17692,19757,906.8381278879118,TOYOTA,Camry,9,9,1,2,2.4,115739,4,0,1,4-5,0,14,0
17693,31047,919.0,BMW,X5,8,4,1,1,3,70994,6,0,0,4-5,0,1,0
17694,9095,906.8381278879118,MITSUBISHI,Pajero IO,20,4,0,5,2,170000,4,0,0,4-5,1,14,0
17695,37000,770.0,HYUNDAI,Tucson,4,4,1,1,1.7,51053,4,0,1,4-5,0,14,4
17696,19444,1091.0,TOYOTA,Camry,4,9,1,5,2.5,61000,4,2,1,4-5,0,1,6
17697,8674,363.0,CHEVROLET,Spark,6,3,1,4,1,198000,4,0,1,4-5,0,1,4
17698,44542,1249.0,HYUNDAI,H1,3,10,1,1,2.5,100856,4,0,1,4-5,0,12,4
17700,20855,890.0,KIA,Optima,4,9,1,5,2,31102,4,0,1,4-5,0,1,4
17701,16935,1017.0,HYUNDAI,Sonata,3,9,1,4,2,227911,4,0,1,4-5,0,14,4
17702,9565,790.0,HYUNDAI,I30,11,3,1,5,1.6,56577,4,0,1,4-5,0,11,4
17703,18189,586.0,TOYOTA,Prius ჰიბრიდი,8,3,0,2,1.8,97000,4,3,1,4-5,0,4,12
17704,9396,308.0,TOYOTA,Aqua,5,3,1,2,1.5,160841,4,0,1,4-5,0,14,4
17705,16308,906.8381278879118,TOYOTA,Prius,10,3,1,2,1.8,130000,4,3,1,4-5,0,14,4
17707,37633,906.8381278879118,BMW,X5,9,4,1,1,3,223000,6,2,0,4-5,0,7,12
17708,10192,906.8381278879118,OPEL,Astra A.H,15,2,0,1,1.7 Turbo,290000,4,1,1,4-5,0,7,6
17709,12544,906.8381278879118,VAZ,2121 (Niva),15,4,1,5,1.7,150000,4,1,0,2-3,0,14,0
17711,32340,642.0,HYUNDAI,Santa FE,8,4,1,1,2,138013,4,0,1,4-5,0,14,4
17713,17562,906.8381278879118,TOYOTA,Prius,10,3,1,5,1.8,136000,4,3,1,4-5,0,11,8
17715,12231,906.8381278879118,TOYOTA,Prius,13,9,0,2,1.5,156000,4,3,1,4-5,0,12,4
17716,14000,637.0,SUZUKI,HUSTLER,6,3,0,5,0.7,160000,3,0,1,4-5,1,4,2
17717,16621,906.8381278879118,TOYOTA,Prius C,8,10,0,2,1.5,104643,4,0,1,4-5,0,7,12
17718,24283,1051.0,CHEVROLET,Malibu,4,9,1,5,2.4,155763,4,0,1,4-5,0,14,4
